Idx	Frequency	Coverage (%)	Phrase
1142	132	8.11	едет
1143	132	8.11	игр
1144	132	8.11	летом
1145	132	8.12	помощью
1146	131	8.12	повлияет
1147	131	8.12	вложит
1148	131	8.12	бюджет
1149	131	8.12	нальчике
1150	131	8.13	сообщил
1151	131	8.13	мадриде
1152	131	8.13	был
1153	131	8.13	сахалина
1154	131	8.13	иностранцев
1155	131	8.13	должны
1156	131	8.14	200 слов про
1157	131	8.14	взрывы
1158	131	8.15	снова
1159	131	8.15	ищет
1160	131	8.15	100
1161	130	8.16	заявлениях
1162	130	8.16	норвегии
1163	130	8.16	турнире
1164	130	8.16	банк
1165	130	8.16	отказался
1166	130	8.17	полицией
1167	130	8.17	выбор
1168	130	8.17	севере
1169	130	8.18	александр
1170	130	8.18	обама:
1171	130	8.18	40%
1172	130	8.19	инфляция
1173	130	8.19	проходят
1174	130	8.19	политике
1175	129	8.19	кабуле
1176	129	8.20	утвержден
1177	129	8.20	сборную
1178	129	8.20	баку
1179	129	8.20	оставил
1180	129	8.20	обвинили
1181	129	8.21	видит
1182	129	8.21	крушения
1183	129	8.21	5%
1184	129	8.21	яценюк:
1185	129	8.22	экс-главы
1186	129	8.22	люди
1187	129	8.22	порошенко:
1188	129	8.22	детсадов
1189	129	8.23	системы
1190	128	8.23	поручил
1191	128	8.23	начнут
1192	128	8.23	сына
1193	128	8.24	петербурге,
1194	128	8.24	riot
1195	128	8.24	владивостока
1196	128	8.24	страну
1197	128	8.25	объявил
1198	128	8.25	open
1199	128	8.25	boeing
1200	127	8.25	московский
1201	127	8.26	пермском крае
1202	127	8.26	себя
1203	127	8.26	генпрокуратура
1204	126	8.26	установят
1205	126	8.28	сергей
1206	126	8.28	началось
1207	126	8.28	три человека
1208	126	8.28	земле
1209	126	8.29	нефти
1210	126	8.29	дворкович:
1211	126	8.29	катастрофе
1212	126	8.29	москвичи
1213	126	8.29	землетрясение
1214	126	8.30	запада
1215	126	8.30	дамаске
1216	126	8.30	годы
1217	126	8.31	женеве
1218	126	8.31	берлине
1219	125	8.31	несколько
1220	125	8.31	обама
1221	125	8.31	розыск
1222	125	8.32	"булгарии"
1223	125	8.32	кремля
1224	125	8.32	санкций
1225	125	8.32	дорог
1226	125	8.33	заявила,
1227	125	8.33	закона
1228	125	8.33	ецб
1229	125	8.33	поезда
1230	125	8.33	гендиректор
1231	125	8.34	разбился
1232	125	8.34	вашингтоне
1233	124	8.34	терроризмом
1234	124	8.34	хищении
1235	124	8.35	создаст
1236	124	8.35	москвичей
1237	124	8.35	требуют
1238	124	8.35	фото
1239	124	8.35	цена
1240	124	8.36	первые
1241	123	8.36	киевом
1242	123	8.36	бизнесмен
1243	123	8.36	отменен
1244	123	8.37	жк
1245	123	8.37	журналистов
1246	123	8.37	создан
1247	123	8.37	экс-президент
1248	123	8.38	борт
1249	122	8.38	защите
1250	122	8.38	чм-2010
1251	122	8.38	квартиры
1252	122	8.38	латвии
1253	122	8.39	ликвидирован
1254	122	8.39	театр
1255	122	8.40	возбудили
1256	122	8.40	минск
1257	122	8.40	войне
1258	122	8.40	работает
1259	122	8.41	встретился
1260	122	8.41	помогут
1261	122	8.41	юбилей
1262	121	8.41	химках
1263	121	8.42	"зенита"
1264	121	8.42	открытии
1265	121	8.42	чувашии
1266	121	8.42	контракт
1267	121	8.43	крупный
1268	121	8.43	чемпионат
1269	121	8.43	уходит
1270	121	8.43	баскетболисты
1271	121	8.43	московского
1272	121	8.44	перестрелке
1273	121	8.44	москвой
1274	121	8.44	выйти
1275	121	8.44	эболой
1276	121	8.44	операции
1277	120	8.44	кудрин:
1278	120	8.45	автомобиль
1279	120	8.45	жалобу
1280	120	8.45	завершится
1281	120	8.45	лаг
1282	120	8.46	раду
1283	120	8.46	хмао
1284	120	8.46	грозит
1285	120	8.46	улюкаев:
1286	120	8.47	результате
1287	120	8.47	покупку
1288	120	8.47	встретятся
1289	120	8.47	переговоров
1290	120	8.48	ожидает
1291	119	8.48	партия
1292	119	8.48	российского
1293	119	8.48	востоке москвы
1294	119	8.48	цене
1295	119	8.48	донбасса
1296	119	8.49	g8
1297	119	8.49	силы
1298	119	8.49	i кв
1299	119	8.49	закроют
1300	119	8.50	работают
1301	119	8.50	отношения
1302	119	8.50	готовится
1303	119	8.50	места чп
1304	119	8.50	группы
1305	119	8.51	авиакатастрофе
1306	119	8.52	(инжект)
1307	119	8.52	транспорта
1308	118	8.52	ск:
1309	118	8.52	казахстана
1310	118	8.53	проекты
1311	118	8.53	программа
1312	118	8.53	фигуристы
1313	118	8.53	ираном
1314	118	8.53	крым
1315	118	8.53	через
1316	118	8.54	покупке
1317	118	8.54	экс-главу
1318	118	8.54	курилах
1319	118	8.54	развитию
1320	118	8.55	возглавил
1321	118	8.55	снизилось
1322	118	8.55	во время
1323	118	8.56	тыс га
1324	118	8.56	него
1325	118	8.56	столкнулись
1326	118	8.56	продолжит
1327	118	8.57	вошел
1328	118	8.57	бюджета
1329	117	8.57	защиту
1330	117	8.57	дубае
1331	117	8.57	мошенничество
1332	117	8.57	милиционеров
1333	117	8.58	внесен
1334	117	8.58	уверен
1335	117	8.58	сшгэс
1336	117	8.58	нко
1337	117	8.59	показал
1338	117	8.59	британский
1339	117	8.59	площади
1340	117	8.59	санкции
1341	117	8.60	теннисного турнира
1342	116	8.60	предлагают
1343	116	8.60	химоружию
1344	116	8.60	ареста
1345	116	8.61	автомобилей
1346	116	8.61	губернатор
1347	116	8.61	триполи
1348	116	8.61	подтвердил,
1349	115	8.61	новосибирские
1350	115	8.62	экс-премьер
1351	115	8.62	сотрудников
1352	115	8.62	поводу
1353	115	8.62	домашнем
1354	115	8.62	новом
1355	115	8.62	2014 году
1356	115	8.63	1,5
1357	114	8.63	обсудили
1358	114	8.63	швеции
1359	114	8.63	кавказе
1360	114	8.63	оппозицией
1361	114	8.64	начал
1362	114	8.64	пбк
1363	114	8.64	начинается
1364	114	8.64	реконструкция
1365	114	8.65	детсадах
1366	114	8.65	главе
1367	114	8.65	руководство
1368	114	8.65	пмэф
1369	113	8.66	петербургом
1370	113	8.66	запустят
1371	113	8.66	вузов
1372	113	8.66	итоги недели
1373	113	8.66	московские
1374	113	8.67	москве в
1375	113	8.67	рогозин
1376	113	8.67	трагедии
1377	113	8.67	случаи
1378	113	8.67	дагестана
1379	113	8.68	признал
1380	113	8.68	уровень
1381	113	8.68	военный
1382	113	8.68	сотрудник
1383	112	8.68	парах
1384	112	8.69	мгд
1385	112	8.69	подмосковном
1386	112	8.69	пользу
1387	112	8.69	улице
1388	112	8.69	ввод
1389	112	8.69	2015 г
1390	112	8.70	подготовке
1391	112	8.70	2013 году
1392	112	8.70	вырасти
1393	112	8.70	акцию
1394	112	8.70	скоро
1395	112	8.71	московских
1396	112	8.71	выступает
1397	112	8.71	населения
1398	112	8.71	минобрнауки
1399	111	8.72	мэр:
1400	111	8.72	силуанов:
1401	111	8.72	найден
1402	111	8.72	края
1403	111	8.73	новосибирском
1404	111	8.73	рейтинг
1405	111	8.73	иваново
1406	111	8.73	форум
1407	111	8.74	минобороны:
1408	111	8.74	пбл
1409	111	8.74	реформы
1410	111	8.74	кр
1411	111	8.74	милиция
1412	111	8.74	1%
1413	111	8.75	снегопад
1414	110	8.75	архангельске
1415	110	8.75	коррупцией
1416	110	8.75	отметил
1417	110	8.75	стать
1418	110	8.75	водитель
1419	110	8.76	во франции
1420	110	8.76	катастрофы
1421	110	8.76	россиянами
1422	110	8.76	пойдет
1423	110	8.77	но
1424	110	8.77	учениях
1425	110	8.77	нефть
1426	110	8.77	меры
1427	110	8.77	аргентине
1428	110	8.77	подряд
1429	110	8.78	снбо
1430	110	8.78	огонь
1431	110	8.78	введут
1432	110	8.78	есть
1433	110	8.79	2011 года
1434	110	8.79	англии
1435	110	8.79	россиянам
1436	110	8.79	свои
1437	110	8.80	одобрил
1438	109	8.80	специалисты
1439	109	8.80	выделит
1440	109	8.80	отношений
1441	109	8.80	школ
1442	109	8.81	нигерии
1443	109	8.81	объектов
1444	109	8.81	планы
1445	109	8.81	франция
1446	109	8.81	медведева
1447	109	8.82	долги
1448	109	8.82	пк
1449	109	8.82	обвиняемого
1450	108	8.82	утвердил
1451	108	8.83	обл
1452	108	8.83	"зенит"
1453	108	8.83	удмуртии
1454	108	8.83	ржс
1455	108	8.83	сотрудничать
1456	108	8.84	скфо
1457	108	8.84	детям
1458	108	8.84	боевики
1459	108	8.84	солдат
1460	108	8.84	родные
1461	108	8.84	угрожает
1462	108	8.85	арестовал
1463	108	8.85	подготовку
1464	108	8.85	оштрафован
1465	108	8.85	риге
1466	107	8.85	неизвестный
1467	107	8.85	афере
1468	107	8.86	взрыв прогремел
1469	107	8.86	уровне
1470	107	8.86	азербайджане
1471	107	8.86	нашел
1472	107	8.86	часов
1473	107	8.87	армении
1474	107	8.87	баскетболист
1475	107	8.87	вто
1476	107	8.87	клуб
1477	107	8.88	лондон
1478	107	8.88	митингах
1479	107	8.88	мэры
1480	107	8.88	погибли,
1481	107	8.88	открыл
1482	107	8.88	вологде
1483	106	8.89	клуба
1484	106	8.89	twitter
1485	106	8.89	калифорнии
1486	106	8.89	почему
1487	106	8.89	алтая
1488	106	8.89	одном
1489	106	8.90	очередной
1490	106	8.90	воду
1491	106	8.90	пдд
1492	106	8.90	рады
1493	106	8.90	венесуэле
1494	106	8.90	оружие
1495	106	8.91	во вторник
1496	106	8.91	шесть
1497	105	8.91	подготовка
1498	105	8.91	атэс
1499	105	8.91	подозреваемого
1500	105	8.91	посольство
1501	105	8.92	ссср
1502	105	8.92	сезон
1503	105	8.92	находится
1504	105	8.92	3%
1505	105	8.92	фмс
1506	105	8.93	остается
1507	105	8.93	коп к
1508	105	8.93	обвинения
1509	105	8.93	увеличит
1510	105	8.93	евролиги
1511	105	8.93	адвокат:
1512	105	8.93	кремль
1513	105	8.94	убиты
1514	105	8.94	осетии
1515	105	8.94	депутат:
1516	105	8.94	спорта
1517	105	8.94	можно
1518	105	8.95	норме
1519	105	8.95	барреля нефти
1520	105	8.95	передано
1521	105	8.95	поедет
1522	105	8.95	число погибших
1523	104	8.96	реформе
1524	104	8.96	нпз
1525	104	8.96	осуждены
1526	104	8.96	концерт
1527	104	8.97	оренбурге
1528	104	8.97	тяжелое
1529	104	8.97	даст
1530	104	8.97	девочки
1531	104	8.97	задержанный
1532	104	8.97	ведет
1533	104	8.98	крушении
1534	104	8.98	пробился
1535	104	8.98	под новосибирском
1536	104	8.99	конкурсе
1537	104	8.99	фк "зенит"
1538	104	8.99	конфликт
1539	104	8.99	отправится
1540	104	8.99	ростом
1541	104	9.00	аэропорту
1542	104	9.00	пассажиры
1543	104	9.00	президентом
1544	104	9.00	негативе
1545	104	9.01	должности
1546	104	9.01	эвакуированы
1547	104	9.01	конфликта
1548	104	9.01	дагестане,
1549	104	9.01	развитии
1550	103	9.02	керри:
1551	103	9.02	фоне
1552	103	9.02	порядок
1553	103	9.02	мособласти
1554	103	9.02	украинских
1555	103	9.02	подписал
1556	103	9.03	сел
1557	103	9.03	задержаны подозреваемые
1558	103	9.03	меньше
1559	103	9.03	управделами
1560	103	9.04	фсфр
1561	103	9.04	севастополе
1562	103	9.04	четыре
1563	103	9.04	мест
1564	103	9.04	таджикистане
1565	103	9.05	прибыли
1566	102	9.05	делом
1567	102	9.05	мужчину
1568	102	9.05	рассказал
1569	102	9.05	химоружия
1570	102	9.05	вместе
1571	102	9.06	новую
1572	102	9.06	партии
1573	102	9.06	премьеры
1574	102	9.06	одессе
1575	102	9.06	обойдется
1576	102	9.07	донецка
1577	102	9.07	системе
1578	102	9.07	десять
1579	102	9.07	обвиняется
1580	102	9.08	красноярском
1581	102	9.08	мкад
1582	102	9.08	признан
1583	102	9.08	эвакуировали
1584	102	9.08	дорогах
1585	102	9.08	мать
1586	102	9.09	ночью
1587	102	9.09	снв
1588	101	9.09	члены
1589	101	9.09	потепление
1590	101	9.09	две
1591	101	9.10	пасе
1592	101	9.10	апк
1593	101	9.10	янукович:
1594	101	9.10	эстонии
1595	101	9.11	премию
1596	101	9.11	футболиста
1597	101	9.11	направят
1598	101	9.11	обнаружены
1599	101	9.12	милиционера
1600	101	9.12	иванов:
1601	101	9.12	рубль вырос
1602	101	9.13	берегов
1603	101	9.13	юар
1604	101	9.13	возвращается
1605	101	9.13	падения
1606	101	9.13	протеста
1607	101	9.13	йемене
1608	101	9.14	раде
1609	101	9.14	борьба
